strain,sex,animal_id,GLU,CHOL,HDL,TG,RBC,WBC,pctLYMP,pctNEUT,pctMONO,pctBASO,pctEOS,pctLUC,pctRetic,RDW,MCV,MCH,MCHC,CHCM,HDW,mHGB,cHGB,HCT,PLT,MPV,systolic_BP,pulse,HR,CV,R_amplitude,RS_amplitude,RR,PQ,PR,QRS,QT,QTc,QT_dispersion,QTc_dispersion,ST,BMD,BMC,bone_area,total_area,LTM,pct_fat,TTM,bw
NODWSBF1,f,DHF1F03,169,99,74.55,101.5,9.74,2.86,84,11.5,1.3,0.1,2.7,0.4,2.4,14.1,47.1,16,34,31.6,1.64,15.6,14.5,45.9,1071,8.3,,,,,,,,,,,,,,,,0.06,0.26,5.06,9.16,7.35,13.13,8.75,19.64
NODWSBF1,f,DHF1F04,137.5,91,75.6,94,9.73,6.43,76.8,15.3,1.2,0.1,6.2,0.4,2.6,14.6,47.3,16.3,34.5,31.7,1.58,15.9,14.6,46,1088,10,,,,,,,,,,,,,,,,0.06,0.26,5.31,9.05,6.9,12.26,8.19,18.32
NODWSBF1,f,DHF1F05,133,88,74,64,9.42,5.55,87.6,8,0.9,0.1,3.2,0.3,3,16.6,50.6,16.3,32.3,31,1.69,15.4,14.8,47.6,1120,5,,,,,,,,,,,,,,,,0.07,0.29,5.57,8.69,7.05,12.85,8.52,19.04
NODWSBF1,m,DHF1M01,209.5,123,106.2,104.5,9.91,3.76,79.7,14.8,1.5,0.1,3.5,0.4,3.7,13.5,46.3,16.2,34.9,32.2,1.72,16,14.8,45.9,1268,6.3,,,,,,,,,,,,,,,,0.06,0.26,5.42,10.1,9.15,12.4,10.75,23.55
NODWSBF1,m,DHF1M02,198,135.5,113.6,91,10.29,5.88,81.1,14.5,1.8,0.1,2.3,0.2,2.9,13.2,47.1,16.1,34.1,31.7,1.62,16.5,15.4,48.5,1191,6.7,,,,,,,,,,,,,,,,0.07,0.28,5.57,10.46,10,11.03,11.65,23.52
NODWSBF1,m,DHF1M03,187.5,139,118.3,124,10.92,7.12,78.6,11.6,2.8,0.1,6.7,0.3,2,13.3,48.4,16,33,30.8,1.69,17.4,16.3,52.8,994,5,,,,,,,,,,,,,,,,0.06,0.28,5.69,10.55,9.8,15.89,11.74,23.52
NODWSBF1,m,DHF1M04,194.5,126.5,109.8,104,9.18,6.24,79.9,13.5,2.5,0.2,3.5,0.5,3.4,14.2,48.2,16.8,35,30.7,1.87,15.5,13.6,44.2,1178,13,,,,,,,,,,,,,,,,0.06,0.28,5.73,10.55,9.6,11.12,11.13,24.59
NODWSBF1,m,DHF1M05,177,120.5,104.7,104.5,10.14,7.99,79.6,14.6,2,0.2,3,0.5,3.5,13.8,47.2,16.2,34.3,31.6,1.71,16.4,15.1,47.9,1310,6,,,,,,,,,,,,,,,,0.06,0.25,5.5,10.4,9.3,13.88,11.05,23.96
NZO/HlLtJ,f,EEF1F01,195,171,150.5,148,11.08,5.45,77.8,18.65,0.95,0.35,1.75,0.55,2.15,15.7,45.35,13.2,29.05,30.45,2.13,14.6,15.3,50.25,1037.5,5.35,,,779,1.26,454.63,534.54,77,23.5,31,11.3,42,47.8,12,13.5,31.1,0.05,0.21,3.96,15.79,10.85,41.83,22.2,50.9
NZO/HlLtJ,f,EEF1F02,193,196,168.5,274,10.83,5.59,77.7,15.85,1.25,0.2,4.25,0.7,2.45,16.15,45.6,14.55,31.95,30.25,2.1,15.8,14.95,49.35,1126.5,5.4,,,756,0.56,446.71,546.63,79.3,24.4,31.9,11.5,43.2,48.6,17,19.1,32.2,0.06,0.27,5.31,16.43,11.3,45.34,21.77,45.79
NZO/HlLtJ,f,EEF1F03,220,221,191.9,165,10.73,6.08,75.15,19.55,1.5,0.2,2.95,0.55,2.6,15.9,46.15,14.7,31.85,30.25,2.09,15.8,15,49.5,928,5.25,,,782,0.75,307.63,404.86,76.7,21.9,29.4,11,44.5,50.8,14,16.5,34,0.05,0.26,4.79,19,12.8,45.92,27.44,56.24
NZO/HlLtJ,f,EEF1F04,209,184,156.5,199,10.91,4.88,72.1,18.75,1.2,0.25,7.15,0.6,2.3,15.7,45.5,14.65,32.2,30.4,2.11,16,15.05,49.6,1010,5.25,,,800,0.54,318.43,572.18,75,23,30.1,10.6,39.2,45.2,22,25.4,29.1,0.06,0.29,5.52,17.01,11.65,45.64,23.24,47.83
NZO/HlLtJ,f,EEF1F05,190,182,154.8,258,10.89,5.13,77.3,17.95,1.35,0.3,2.35,0.7,1.95,15.65,45.1,14.6,32.35,30.55,2.11,15.85,15,49.1,1004.5,5.3,,,774,4.08,296.43,399.99,77.6,21.3,28.4,10.7,39.9,45.4,10.5,13.9,29.7,0.06,0.27,4.95,16.58,11.65,41.55,22.4,48.52
NZO/HlLtJ,m,EEF1M01,236,234,202.4,185,10.23,6.62,76.35,19.3,1.5,0.45,1.6,0.8,1.85,16.65,45.3,14.55,32.05,31,2.49,14.85,14.35,46.35,1359.5,4.7,,,762,0.59,470.54,647.39,78.7,23.8,31.1,11.3,41.5,46.8,18.5,20.7,30.8,0.06,0.31,5.67,18.13,15.4,43,30.15,63.83
NZO/HlLtJ,m,EEF1M02,237,201,171,223,10.17,7.97,72.6,22.35,1.75,0.55,1.8,0.95,2.3,16.15,44.7,14.6,32.6,31.25,2.56,14.85,14.2,45.45,1268,4.75,,,729,0.61,439.12,530.35,82.3,23.9,31.1,10.7,42.1,46.4,20,22.5,31.9,0.06,0.27,4.71,17.18,15.65,33.83,26.83,57.01
NZO/HlLtJ,m,EEF1M03,212,188,162.4,239,10.27,6.51,78.5,17.4,1.9,0.3,1.2,0.7,3,16.2,45,14.5,32.3,30.8,2.44,14.9,14.3,46.3,1584,4.8,,,759,0.57,579.96,701.89,79.1,23.8,31.2,12,44.8,50.3,9,10.5,33.3,0.05,0.28,5.09,18.16,15.4,35.58,27,56.95
NZO/HlLtJ,m,EEF1M04,237,226,195.7,199,10.76,6.48,78.4,17.1,1.6,0.2,2,0.7,2.1,15.6,44.6,14.3,32.1,31,2.4,15.4,14.9,48,1371,4.7,,,745,0.54,525.2,664.58,80.5,23,30.7,12.1,46.5,51.9,5,5.7,34.9,0.05,0.31,5.78,18.12,15,40.61,28.29,59.39
NZO/HlLtJ,m,EEF1M05,229,213,183,211,10.53,6.48,76,18.6,0.9,0.3,3.7,0.5,1.85,15.7,44.85,14.3,31.9,31.15,2.47,15.05,14.7,47.25,1105.5,4.75,,,752,3.32,332.86,445.39,79.9,21.1,28.7,11.4,41.1,46,14,16.5,30.3,0.05,0.28,5.05,17.57,15.45,37.66,27.15,57.02
NZO129SF1,f,ECF1F01,193,136,116.1,110,9.24,8.36,86.4,8.1,1.2,0.2,3.5,0.6,2.1,17.7,45,15.7,34.8,32.3,1.67,14.5,13.5,41.6,982,4.7,130,396,692,1.1,314.12,397.73,86.7,23.9,31.4,11,44.6,47.9,15.5,15.9,34.1,0.07,0.32,4.98,13.67,10.75,36.82,17.74,37.12
NZO129SF1,f,ECF1F02,186,138,117,100,9.73,10.9,84.9,10.8,1.4,0.4,1.6,1,1.8,16.9,44.6,15.1,33.7,32.3,1.68,14.7,14,43.4,968,4.8,128,531,748,1.42,457.76,666.19,80.3,21.9,29.4,11,41.9,46.7,17.5,19.5,31.4,0.06,0.28,5.13,13.66,9,39.58,16.59,34.91
NZO129SF1,f,ECF1F03,199,135,115.6,102,9.91,11.32,82.2,13,1.1,0.3,2.7,0.6,1.9,17.1,45.4,15.3,33.8,32.2,1.68,15.2,14.5,44.9,981,4.6,123,478,779,1.32,418.69,736.78,77.1,22.5,29.8,10.9,42.4,48.3,17.5,19.5,32,0.07,0.33,5.67,13.69,9.4,41.17,16.93,35.86
NZO129SF1,f,ECF1F04,183,139,121.1,84,11.41,8.87,84.1,12.3,1.2,0.1,1.6,0.7,3,16.2,50,15.4,30.8,28.9,1.4,17.6,16.5,57,1342,6.9,108,530,774,1.21,303.98,447.21,77.5,23,30.3,10.7,40,45.5,19,21.7,29.8,0.06,0.29,5.14,14.05,9.7,40.94,17.33,36.81
NZO129SF1,f,ECF1F05,185,141,116.4,123,10.26,10.3,79.6,14.2,1.3,0.2,3.5,1.1,1.8,17.5,44.7,14.9,33.3,32.4,1.67,15.3,14.8,45.9,1019,4.8,131,658,749,0.93,392.45,745.15,80.1,23.8,31.6,11.5,40.4,45.2,21.5,24,29.5,0.06,0.29,5.12,13.63,9.8,38.14,17.39,36.6
NZO129SF1,m,ECF1M01,194,151,131.9,125,10.39,7.5,82.3,12.8,1.8,0.3,2.2,0.6,1.9,15.8,44.7,15,33.6,32,1.63,15.6,14.9,46.4,1090,4.6,131,388,764,0.64,274.29,440.47,78.6,24,31.6,11.1,39.7,44.8,21.5,24.6,29.1,0.08,0.31,5.17,14.71,13.15,31.65,21.51,44.51
NZO129SF1,m,ECF1M02,183,167,150.9,140,10.81,6.92,82.9,11.9,1.7,0.3,2.3,0.9,2.2,12.6,46.5,15.3,32.9,31.5,2.29,16.5,15.8,50.2,1206,4.6,,,787,0.49,323.26,476.45,76.2,20.5,27.5,10.6,41.4,47.5,19.5,22.4,31.3,0.07,0.25,4.66,13.96,11.45,32,18.76,39.73
NZO129SF1,m,ECF1M03,204,182,163.9,168,10.79,5.88,86.5,9.6,0.9,0.3,2.1,0.6,2,13.4,46.5,14.8,31.8,31.5,2.27,16,15.8,50.2,1039,4.5,,,760,7.32,182.32,345.37,79.3,15.5,20.4,9.1,42.7,47.9,18,18.6,34.1,0.06,0.29,5.35,14.73,11.55,35.53,19.83,42.04
NZO129SF1,m,ECF1M04,169,171,150.8,198,10.43,5.38,79.8,15,1.1,0.5,3,0.6,1.2,12.7,45.7,15.1,33.2,32.1,2.31,15.8,15.3,47.7,1136,4.5,,,722,1.77,192.43,336.78,83.1,18.9,23.7,8.8,46,50.4,3,2.9,37.6,0.07,0.27,4.85,14.63,12.4,29.45,19.62,41.65
NZO129SF1,m,ECF1M05,186,191,167.4,177,10.72,6.69,86,10.1,1.2,0.2,1.9,0.6,1.7,13.1,47.1,15.5,32.9,31.4,2.27,16.6,15.9,50.5,1284,4.4,,,772,0.78,240.51,492.11,77.7,24.4,31.2,10.4,40.1,45.5,23.5,26.7,30.2,0.06,0.26,4.62,15.16,12.5,32.2,20.77,43.94
NZOAF1,f,EAF1F01,181.5,120,106,122.5,9.49,4.56,83.2,13.4,1.1,0.2,1.6,0.5,2.5,14.7,44.9,15.6,34.7,32.1,1.67,14.8,13.7,42.6,990,6.6,143,718,823,0.97,301.26,435.09,73,21.4,28.2,10,36.3,42.5,21,24.2,26.8,0.06,0.26,4.9,14.78,11.25,31.63,18.22,38.17
NZOAF1,f,EAF1F02,165,106,93.6,132.5,9.97,5.04,82.4,14.5,1.3,0.1,1.3,0.4,2.3,14.5,44.2,15.2,34.5,32.4,1.73,15.2,14.3,44,948,5,142,555,801,0.6,324.01,348.05,74.9,21.4,28.7,10.3,42.7,49.3,19,22.1,32.9,0.06,0.25,4.55,12.88,9.65,32.3,15.38,32.71
NZOAF1,f,EAF1F03,181.5,114,104.1,137.5,9.71,4.91,81.7,14.4,2.1,0.1,1,0.6,2.8,14.9,44.4,15.5,35,32.2,1.82,15.1,13.9,43.1,1116,5.2,121,681,766,1.45,298.13,365.21,78.3,23.3,30.6,10.5,37.3,42.1,22.5,25.2,27.3,0.06,0.27,5.17,14.21,10.6,33.16,16.55,35.47
NZOAF1,f,EAF1F04,177.5,115.5,107,137,9.73,5.38,82.9,14.1,1.4,0.2,0.9,0.5,4,14.9,44.7,15.3,34.3,32.2,1.83,14.9,14,43.5,1156,6.9,128,626,778,1.34,420.06,348.41,77.2,23.4,30.6,11.4,36.1,41.1,21,22.9,25.2,0.06,0.24,4.66,14.47,10.45,35.95,17.37,36.87
NZOAF1,m,EAF1M01,204.5,162,143.4,200.5,9.8,5.74,84.5,11.9,1.6,0.1,1.4,0.5,3.2,14.4,44.1,14.8,33.6,32.3,1.82,14.5,13.9,43.2,1160,4.9,137,624,830,0.87,385.55,325.9,72.3,21.8,29.1,11.7,37,43.5,17.5,20.6,25.7,0.06,0.26,4.84,16.46,13.25,34.38,22.01,46.92
NZOAF1,m,EAF1M02,191,151,135.6,205,9.95,8.16,85.9,10.5,1.5,0.2,1.3,0.6,2.4,14.1,44.7,15.3,34.2,32,1.82,15.2,14.2,44.5,1148,4.9,114,563,800,0.87,177.2,205.96,75,22.4,29.7,10.2,40.6,46.9,12.5,14.3,30.9,0.05,0.25,4.86,16.65,12.8,32.37,21.7,45.71
NZOAF1,m,EAF1M03,202.5,160.5,139.3,218.5,10.16,6.95,87,8.3,1.4,0.1,2.3,0.9,2.8,14.3,45.2,15.4,34,31.8,1.95,15.6,14.6,45.9,1196,5.2,120,650,789,1.01,300.33,412.4,76,21.4,28.5,10.1,36.6,41.9,25,28.6,26.9,0.05,0.27,5,16.56,12.75,35.81,21.68,48.63
NZOAF1,m,EAF1M04,192.5,150.5,133.3,207.5,9.51,5.94,87.1,9.3,1.6,0,1.3,0.7,3.2,14,45.1,15.6,34.6,31.7,1.89,14.9,13.6,42.9,1199,9.2,94.8,650,711,3.49,337.11,483.4,84.4,20.6,27.7,10.2,43,46.8,28,29.5,33.3,0.05,0.26,4.77,15.76,13.1,33.56,21.42,44.64
NZOAF1,m,EAF1M05,233,156.5,140,198.5,10.16,5.24,84,12.1,1.5,0.1,1.6,0.7,2.8,14,45.3,15.2,33.6,31.3,1.76,15.5,14.4,46,1117,5.7,143,614,769,1.87,188.51,227.36,78,23.9,30.5,9.5,37.6,42.7,19,22.1,28.6,0.06,0.25,4.64,15.75,12.7,32.47,20.89,44.08
NZOB6F1,f,EBF1F01,197.5,139,117.4,172,10.32,8.3,85.3,11.6,0.6,0.2,1.8,0.6,3.5,15.6,47.7,15.6,32.8,30.3,1.95,16.1,14.9,49.2,1257,6.5,139,625,795,1.14,446.54,578.59,75.5,17,24,10.5,40.5,46.6,22,24.8,30.4,,,,,,,,
NZOB6F1,f,EBF1F02,193.5,133,117.35,148.5,9.9,4.41,88.8,6.6,0.6,0.1,3.3,0.5,3.6,14.8,49.3,15.5,31.3,29,1.58,15.3,14.2,48.8,1049,6.2,124,634,789,1.27,397.96,558.68,76,23,30.4,10.8,37.8,43.3,20,22.7,27.4,,,,,,,,
NZOB6F1,f,EBF1F03,194,136.5,115.9,183.5,9.96,6.08,86.9,8.7,0.8,0.1,2.8,0.7,4.8,15.7,46.4,15.8,34,31,2.01,15.7,14.4,46.3,1239,9.4,140,707,820,0.89,394.19,628.63,73.2,22.1,29.1,10.6,40.4,47.2,16,18.8,30.3,,,,,,,,
NZOB6F1,f,EBF1F04,199,132.5,118.55,190.5,10.39,6.17,86.3,8.2,0.9,0.1,3.6,0.9,4.1,15.7,47,15.7,33.5,30.6,1.94,16.4,15,48.9,1272,7.9,146,658,798,1.04,329.78,394.05,75.2,22.6,30,10.7,39.4,45.4,21,24.1,29.2,,,,,,,,
NZOB6F1,f,EBF1F05,,,,,10.4,7.37,86.9,9.2,0.9,0.1,1.6,1.3,2.4,13.7,46.4,15,32.4,31.2,1.73,15.6,15,48.3,1043,4.8,144,611,814,0.76,302.9,441.33,73.7,22,29,10.6,39.7,46.2,12,14.1,29.6,0.07,0.27,4.84,14.83,12.25,31.22,19.78,41.52
NZOB6F1,m,EBF1M01,211,167.5,141.9,178.5,10.38,6,87.2,8.3,1.6,0.2,2,0.7,3.4,13.8,47.9,15.1,31.5,29.7,1.71,15.7,14.8,49.7,1495,5.1,130,474,788,0.81,368.11,475.51,76.1,24.1,30.9,10,40.7,46.6,22,25,31.2,,,,,,,,
NZOB6F1,m,EBF1M02,218,176,152.25,180.5,10.23,5.22,86.1,8.8,1.4,0.2,2.7,0.7,3.2,14,47,15.4,32.8,30.3,1.88,15.8,14.6,48.1,1368,5.9,110,467,815,0.86,267.42,323.91,73.6,23.1,29.9,10,39.5,46.1,24.5,28.3,30,,,,,,,,
NZOB6F1,m,EBF1M03,226.5,176.5,154.35,166,9.81,5.31,85.1,10.4,1.5,0.1,2.3,0.6,3.3,14.1,47.3,15.6,33,30.1,1.83,15.3,14,46.4,1538,5.9,122,548,795,0.48,280.38,325.47,75.5,23.3,30.6,10.6,39.3,45.2,21,24.2,29.1,,,,,,,,
NZOB6F1,m,EBF1M04,251.5,178,155.9,176.5,9.97,5.29,84.6,11.1,1.2,0.1,2.4,0.7,2.8,13.9,47.5,15.3,32.3,30.2,1.77,15.3,14.3,47.3,1427,5.1,136,448,791,0.95,356.9,344.26,75.9,24.1,30.9,10.1,42.7,49,22,24.8,33,,,,,,,,
NZOB6F1,m,EBF1M05,222,156,143.1,177,10.48,6.21,87.3,9,1,0.3,1.7,0.7,3.3,14.1,42.6,15.3,36,37,2.88,16.1,16.5,44.7,1155,4.7,,,811,0.79,370.02,437.44,74,23.2,30,10.3,41,47.7,22,25.6,31.2,0.05,0.25,4.77,15.74,14.4,32.39,23.4,48.77
NZONODF1,f,EDF1F01,172,151.5,132.2,161,9.05,4.42,88,8.9,0.5,0.2,1.8,0.5,3,14.1,47.8,16.9,35.4,31.5,1.67,15.3,13.6,43.3,1441,10.4,118,666,799,1,358.01,458.94,75.1,23.1,30.2,10.3,38.5,44.5,12,13.8,28.7,0.08,0.38,5.82,16.69,13.8,37.75,23.64,49.86
NZONODF1,f,EDF1F02,179.5,141.5,121.3,203,10.42,3.44,84.4,11.8,1.1,0.1,2.2,0.4,2.9,14.8,47,16.1,34.3,31.1,1.67,16.8,15.2,48.9,1379,10.7,127,628,825,0.73,313.24,447.48,72.8,22.4,29.5,10.4,38,44.6,12.5,14.8,28.2,0.08,0.36,5.28,16.38,14.25,33.52,23.37,48.47
NZONODF1,f,EDF1F03,177.5,157,133.8,179,10.39,3.99,87.4,7.9,0.9,0.1,3.1,0.6,2.3,14,47.8,15.8,33,30.9,1.62,16.4,15.3,49.6,1055,5.2,95.6,646,826,0.77,350.91,653.41,72.7,21,28.1,10.7,36.4,42.7,20,23.5,26.3,0.08,0.38,5.6,15.48,14.25,35.69,23.08,47
NZONODF1,f,EDF1F04,171,147.5,123.7,184.5,9,3.27,85.5,11.4,0.9,0.2,1.6,0.5,2.7,13.9,48,16.9,35.2,31.4,1.64,15.2,13.5,43.2,1282,7.4,132,675,810,1.15,319.63,394.46,74,21.7,28.4,10,36.1,42,25,28.9,26.6,0.09,0.35,5.08,15.58,14.45,33.31,23,47.66
NZONODF1,f,EDF1F05,147,140,125.3,204,,,,,,,,,,,,,,,,,,,,,,,782,0.65,593.81,901.84,76.7,24.2,31.1,10.6,38.1,43.5,21.5,24.3,28,0.08,0.36,5.69,13.86,12.55,28.42,17.71,38.04
NZONODF1,m,EDF1M01,206.5,173,150.75,269,9.64,3.51,85.7,11.2,1.1,0.1,1.6,0.4,2.4,14,48,15.9,33.1,31,1.62,15.3,14.4,46.3,1228,5.1,138,734,780,0.56,313.85,322.44,77,24.2,31.4,10.5,37.2,42.4,23,26.2,27.2,0.08,0.35,5.59,16.33,15.5,28.89,23.04,48.25
NZONODF1,m,EDF1M02,202.5,181,155.2,262.5,10.56,3.2,86.7,10.3,0.8,0.2,1.5,0.5,2.6,13.8,46.2,15.4,33.2,31.4,1.66,16.2,15.3,48.8,1253,5.3,93.3,634,781,0.7,349.05,358,76.9,23.5,31,11.8,43.9,50.1,9,10.1,32.6,0.07,0.35,5.47,15.49,15.2,31.5,23.17,47.81
NZONODF1,m,EDF1M03,209,188.5,160.55,237.5,10.32,3.5,83.4,6.8,8.2,0.1,0,1.4,2,13.8,48.5,15.6,32.1,29.9,1.62,16.1,15,50.1,1137,5.5,104,669,753,0.58,302.82,382.14,79.7,23.8,31.1,10.8,43.7,48.9,15,17.1,33.4,0.06,0.35,5.56,17.56,16.9,28.51,25.27,53.15
NZONODF1,m,EDF1M04,212.5,186.5,157.45,339.5,9.56,2.67,86.6,9.1,1,0.3,2.7,0.3,2.9,13.4,47.2,16.2,34.3,31.6,1.68,15.5,14.2,45.1,1296,5.2,134,563,780,1.19,287.78,441.49,77,23.6,30.9,11.6,39,44.5,24.5,28.3,27.9,0.07,0.34,5.42,16.46,15.45,31.19,23.63,49.21
NZONODF1,m,EDF1M05,214,198,176.1,257,,,,,,,,,,,,,,,,,,,,,,,785,0.84,407.9,475.23,76.5,23.7,30.5,10.2,38.9,44.5,23.5,26.9,29.1,0.06,0.31,5.29,16.34,16.7,27.48,24.99,53.18
NZOWSBF1,f,EHF1F01,178,120,115.5,133,10.6,6.35,82.8,11.6,1.4,0.3,3.3,0.5,2.8,13.9,44.9,14.9,33.1,32.1,1.56,15.8,15.3,47.6,1060,4.4,,,806,0.68,379.57,476.43,74.5,22.4,29.9,10.7,38.8,45,16,18.5,28.6,0.07,0.3,5.63,12.11,10.6,20.91,13.62,29.95
NZOWSBF1,f,EHF1F02,180,131,115,186,10.2,6.62,82.1,10.3,1.4,0.3,5.5,0.5,4.2,14.4,44.2,15,34,33.1,1.68,15.3,14.9,45.1,995,4.5,,,694,2.72,298.24,262.17,86.5,20.6,28.6,11.2,41.8,45,21.5,24,31.1,0.07,0.29,5.64,12.29,10.55,18.77,13.47,29.67
NZOWSBF1,f,EHF1F03,146,102,84,156,10.65,5.9,81.1,12.3,1.2,0.1,4.9,0.3,2.3,13.8,45.6,14.9,32.7,31.7,1.54,15.9,15.4,48.6,1084,4.9,,,788,1.52,453.31,454.69,76.1,24,31,10.2,42.2,48.4,21,24,32.6,0.06,0.28,5.18,11.31,10.05,22.14,13.22,28.84
NZOWSBF1,f,EHF1F04,173,116,97,121,10.53,5.99,83.2,12.9,1.2,0.2,1.9,0.7,3.3,14.1,46.2,15,32.4,31.6,1.56,15.8,15.4,48.7,1209,4.6,,,598,7.95,421.6,380.92,101.1,25.1,34,12.1,45.5,45.7,39,38.7,34,0.07,0.3,5.63,11.21,9.55,16.48,11.87,26.75
NZOWSBF1,f,EHF1F05,189,114,98.6,119,10.98,6.28,84.2,11.5,1.2,0.2,2.3,0.7,2.6,13.7,46,15,32.6,31.6,1.51,16.5,16,50.5,1046,4.8,,,690,4.01,231.85,181.69,87.1,24.7,32.5,11.1,46.3,49.6,11,11.5,35.7,0.07,0.3,5.38,11.12,9.35,18.49,11.82,26.08
NZOWSBF1,m,EHF1M01,179,172,156.2,280,10.91,7.34,85.7,10.2,1.6,0.2,1.8,0.5,2.4,13.9,45.6,14.7,32.3,31.4,1.54,16.1,15.7,49.8,1219,4.5,,,830,0.68,328.86,336.49,72.3,11.7,16.9,11.3,39.9,46.9,16.5,19.6,29,0.06,0.28,5.65,12.47,11.2,20.47,14.5,32.06
NZOWSBF1,m,EHF1M02,164,160,138.2,166,10.21,5.17,84.9,9.7,1.9,0.1,3,0.3,2.8,13.7,45.9,15.1,32.8,31.5,1.6,15.4,14.8,46.8,1299,5.9,,,846,0.64,217.34,226.53,70.9,20.2,25,8,34.9,41.4,17.5,20.6,27.5,0.06,0.26,5.1,12.47,11.05,22.26,14.88,31.81
NZOWSBF1,m,EHF1M03,195,163,150.6,162,10.88,5.37,83.9,10.5,1.9,0.2,3,0.4,2.4,13.6,46.1,14.7,31.9,31.2,1.57,16,15.7,50.2,1157,4.6,,,865,3.51,212.77,291.75,69.5,20.8,27.2,9.7,36.9,44.3,13,18.1,27.6,0.06,0.28,5.54,12.78,11.4,20.58,14.99,32.84
NZOWSBF1,m,EHF1M04,170,160,144.7,188,10.32,4.95,87,8.2,1.9,0.3,2,0.6,3.2,13.5,45.4,14.9,32.8,32,1.57,15.4,15,46.8,1362,4.4,,,851,0.61,224.71,353.21,70.5,22,28.6,9.9,39.2,46.7,17.5,21.1,29.8,0.06,0.28,5.51,12.01,10.65,19.48,13.64,29.78
NZOWSBF1,m,EHF1M05,154,175,160.1,232,10.83,7.77,84.7,10.6,2.3,0.3,1.7,0.5,2.6,13.3,45,14.8,32.9,31.8,1.59,16,15.5,48.7,1258,4.5,,,848,0.73,298.56,304.77,70.8,23.3,28.8,8.8,37.2,44.2,19.5,23,28.9,0.07,0.29,5.59,12.68,11.3,20.19,14.63,32.07
PWK/PhJ,f,GGF1F01,220,88,75.5,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.21,4.67,7.9,5.6,15.3,7.06,15.54
PWK/PhJ,f,GGF1F02,209,104,89.7,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.2,4.79,8.98,6.55,14.44,7.97,17.18
PWK/PhJ,f,GGF1F03,190,95,79.1,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.24,5.16,9.57,6.85,14.23,8.41,18.75
PWK/PhJ,f,GGF1F04,197,84,74.3,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.19,4.22,8.74,6.35,14.34,7.86,17.03
PWK/PhJ,f,GGF1F05,167,75,66.1,90,9.6,4.3,80.9,14.2,0.8,0.1,3.3,0.7,1.6,18.7,46.3,15.4,33.3,33.3,3.25,14.8,14.8,44.5,680,4.6,,,,,,,,,,,,,,,,0.05,0.2,4.67,8.64,5.7,15.61,7.21,16.15
PWK/PhJ,m,GGF1M01,173,90,81.1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.2,4.61,8.76,7.55,14.07,9.18,19.48
PWK/PhJ,m,GGF1M02,223,89,77.6,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.22,5.04,8.99,6.25,20.24,7.82,17.3
PWK/PhJ,m,GGF1M03,233,77,73.5,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.21,4.75,8.78,7.3,13.39,8.84,19.1
PWK/PhJ,m,GGF1M04,229,83,69.5,229,9.89,3.41,73.9,18.8,0.7,0.3,5.6,0.8,1.1,18.5,45.7,15.4,33.6,33.2,3.55,15.2,15,45.2,830,4.6,,,,,,,,,,,,,,,,0.05,0.18,4.3,9.66,7.65,18.81,9.99,21.46
PWK/PhJ,m,GGF1M05,231,78,71.5,162,9.69,3.53,76,16,1.3,0.1,6.3,0.3,1.4,18.8,46.3,15.1,32.7,32.7,3.37,14.7,14.7,44.9,836,4.7,,,,,,,,,,,,,,,,0.05,0.19,4.36,10.65,7.95,20.94,10.72,23.24
PWK129SF1,f,GCF1F01,178,97,79.7,142,9.81,9,84.2,11.6,0.5,0.2,3.1,0.5,2.5,17,47.2,15.8,33.4,33.2,1.98,15.5,15.3,46.3,824,4.5,,,,,,,,,,,,,,,,0.07,0.26,4.95,8.62,6.8,12.85,8.27,17.92
PWK129SF1,f,GCF1F02,174,113,109.5,91,10.3,9.66,85.1,11.3,0.8,0.2,1.8,0.9,1.3,13.8,48.8,16.2,33.3,33.9,2.41,16.7,17.1,50.3,654,4.5,,,721,3.34,389.61,356.07,83.3,21.7,29.5,11.4,45.1,49.4,18,18.5,34.2,0.07,0.29,5.75,9.52,7.55,15.47,9.16,20.58
PWK129SF1,f,GCF1F03,178,98,90.4,126,9.84,9.37,84.1,12.6,0.4,0.4,2.1,0.5,1.9,15.1,48.5,16.3,33.6,34.4,2.75,16.1,16.4,47.8,878,4.4,,,,,,,,,,,,,,,,,,,,,,,
PWK129SF1,f,GCF1F04,154,89,86.7,83,10.16,7.56,89.5,7.9,0.7,0.3,1.3,0.4,1.3,16,45.6,16.6,36.5,38,2.93,16.9,17.6,46.3,776,4.3,,,781,2.1,449.2,542.74,76.9,22.4,29.9,10.9,43,49,16.5,18.8,32.6,0.07,0.31,6.07,9.96,7.7,14.92,9.15,20.88
